"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2009",16.73862,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2010",15.84497,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2011",15.51646,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2012",15.15521,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2013",14.75562,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2014",14.7725,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2015",14.65309,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2016",14.68033,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2017",14.78149,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2018",15.6112,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2019",15.02015,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2020",14.92847,
"IRL","HHFA","SHOTHEQTY","PC_HHFA","A","2021",15.27298,
"ITA","HHFA","CURDEP","PC_HHFA","A","1995",37.98323,
"ITA","HHFA","CURDEP","PC_HHFA","A","1996",35.89532,
"ITA","HHFA","CURDEP","PC_HHFA","A","1997",30.12975,
"ITA","HHFA","CURDEP","PC_HHFA","A","1998",25.48587,
"ITA","HHFA","CURDEP","PC_HHFA","A","1999",23.57685,
"ITA","HHFA","CURDEP","PC_HHFA","A","2000",22.61928,
"ITA","HHFA","CURDEP","PC_HHFA","A","2001",24.32697,
"ITA","HHFA","CURDEP","PC_HHFA","A","2002",24.64543,
"ITA","HHFA","CURDEP","PC_HHFA","A","2003",25.32373,
"ITA","HHFA","CURDEP","PC_HHFA","A","2004",24.85187,
"ITA","HHFA","CURDEP","PC_HHFA","A","2005",23.67874,
"ITA","HHFA","CURDEP","PC_HHFA","A","2006",23.54474,
"ITA","HHFA","CURDEP","PC_HHFA","A","2007",25.90816,
"ITA","HHFA","CURDEP","PC_HHFA","A","2008",28.94842,
"ITA","HHFA","CURDEP","PC_HHFA","A","2009",29.73246,
"ITA","HHFA","CURDEP","PC_HHFA","A","2010",30.18018,
"ITA","HHFA","CURDEP","PC_HHFA","A","2011",30.90914,
"ITA","HHFA","CURDEP","PC_HHFA","A","2012",30.11914,
"ITA","HHFA","CURDEP","PC_HHFA","A","2013",29.96619,
"ITA","HHFA","CURDEP","PC_HHFA","A","2014",29.70019,
"ITA","HHFA","CURDEP","PC_HHFA","A","2015",29.43586,
"ITA","HHFA","CURDEP","PC_HHFA","A","2016",30.50351,
"ITA","HHFA","CURDEP","PC_HHFA","A","2017",29.89671,
"ITA","HHFA","CURDEP","PC_HHFA","A","2018",31.73009,
"ITA","HHFA","CURDEP","PC_HHFA","A","2019",30.66675,
"ITA","HHFA","CURDEP","PC_HHFA","A","2020",31.60171,
"ITA","HHFA","CURDEP","PC_HHFA","A","2021",30.97254,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","1995",3.651639,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","1996",3.897588,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","1997",4.164849,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","1998",4.454916,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","1999",5.302233,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2000",5.96318,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2001",7.056869,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2002",7.90896,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2003",9.059361,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2004",9.676247,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2005",9.836563,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2006",9.56671,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2007",9.868038,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2008",9.781562,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2009",10.8662,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2010",11.89534,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2011",12.13084,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2012",11.5516,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2013",12.09848,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2014",13.17978,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2015",14.08553,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2016",15.13196,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2017",15.76308,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2018",16.52526,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2019",17.0877,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2020",17.64373,
"ITA","HHFA","LIFEINSRSV","PC_HHFA","A","2021",16.8842,
"ITA","HHFA","MFSH","PC_HHFA","A","1995",5.762778,
"ITA","HHFA","MFSH","PC_HHFA","A","1996",7.208263,
"ITA","HHFA","MFSH","PC_HHFA","A","1997",10.25783,
"ITA","HHFA","MFSH","PC_HHFA","A","1998",15.79795,
"ITA","HHFA","MFSH","PC_HHFA","A","1999",18.08844,
"ITA","HHFA","MFSH","PC_HHFA","A","2000",16.90632,
"ITA","HHFA","MFSH","PC_HHFA","A","2001",14.7836,
"ITA","HHFA","MFSH","PC_HHFA","A","2002",13.12751,
"ITA","HHFA","MFSH","PC_HHFA","A","2003",13.04028,
"ITA","HHFA","MFSH","PC_HHFA","A","2004",11.92701,
"ITA","HHFA","MFSH","PC_HHFA","A","2005",10.91556,
"ITA","HHFA","MFSH","PC_HHFA","A","2006",9.555483,
"ITA","HHFA","MFSH","PC_HHFA","A","2007",8.852458,
"ITA","HHFA","MFSH","PC_HHFA","A","2008",6.51119,
"ITA","HHFA","MFSH","PC_HHFA","A","2009",7.77647,
"ITA","HHFA","MFSH","PC_HHFA","A","2010",8.636067,
"ITA","HHFA","MFSH","PC_HHFA","A","2011",8.295075,
"ITA","HHFA","MFSH","PC_HHFA","A","2012",11.47415,
"ITA","HHFA","MFSH","PC_HHFA","A","2013",10.8049,
"ITA","HHFA","MFSH","PC_HHFA","A","2014",12.3066,
"ITA","HHFA","MFSH","PC_HHFA","A","2015",13.22326,
"ITA","HHFA","MFSH","PC_HHFA","A","2016",13.9245,
"ITA","HHFA","MFSH","PC_HHFA","A","2017",14.82232,
"ITA","HHFA","MFSH","PC_HHFA","A","2018",13.47794,
"ITA","HHFA","MFSH","PC_HHFA","A","2019",13.86995,
"ITA","HHFA","MFSH","PC_HHFA","A","2020",13.865,
"ITA","HHFA","MFSH","PC_HHFA","A","2021",14.68216,
"ITA","HHFA","PENSIONF","PC_HHFA","A","1995",5.624923,
"ITA","HHFA","PENSIONF","PC_HHFA","A","1996",5.446763,
"ITA","HHFA","PENSIONF","PC_HHFA","A","1997",5.031505,
"ITA","HHFA","PENSIONF","PC_HHFA","A","1998",4.654613,
"ITA","HHFA","PENSIONF","PC_HHFA","A","1999",4.583236,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2000",4.542778,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2001",4.873217,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2002",4.990323,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2003",5.239908,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2004",5.18067,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2005",4.990858,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2006",4.815495,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2007",5.132461,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2008",5.305467,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2009",5.46982,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2010",5.669109,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2011",5.824656,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2012",5.590571,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2013",5.572592,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2014",5.585877,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2015",5.513775,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2016",5.681035,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2017",5.634842,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2018",5.976521,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2019",5.838839,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2020",5.81254,
"ITA","HHFA","PENSIONF","PC_HHFA","A","2021",5.675698,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","1995",22.56394,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","1996",24.77421,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","1997",24.59057,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","1998",19.84443,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","1999",15.4917,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2000",16.47195,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2001",18.65357,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2002",20.24483,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2003",19.71768,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2004",20.52117,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2005",18.85097,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2006",17.2709,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2007",18.79976,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2008",20.92286,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2009",20.25117,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2010",19.34281,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2011",20.01285,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2012",18.48445,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2013",15.70761,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2014",12.66516,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2015",9.648687,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2016",8.313522,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2017",7.249047,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2018",7.190657,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2019",6.125036,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2020",5.346364,
"ITA","HHFA","SECOTHSH","PC_HHFA","A","2021",4.453331,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","1995",19.09125,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","1996",17.64683,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","1997",21.07144,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","1998",25.3905,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","1999",28.73677,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2000",29.43471,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2001",26.21497,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2002",24.92789,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2003",23.46103,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2004",23.81413,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2005",27.86648,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2006",31.65366,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2007",27.51729,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2008",24.27778,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2009",21.69322,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2010",19.94149,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2011",18.365,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2012",18.63602,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2013",21.474,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2014",22.1878,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2015",23.82936,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2016",22.24026,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2017",22.87837,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2018",21.14482,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2019",22.62575,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2020",22.26178,
"ITA","HHFA","SHOTHEQTY","PC_HHFA","A","2021",23.78463,
"JPN","HHFA","CURDEP","PC_HHFA","A","1995",49.00857,
"JPN","HHFA","CURDEP","PC_HHFA","A","1996",50.10179,
"JPN","HHFA","CURDEP","PC_HHFA","A","1997",51.4473,
"JPN","HHFA","CURDEP","PC_HHFA","A","1998",51.91256,
"JPN","HHFA","CURDEP","PC_HHFA","A","1999",50.93863,
"JPN","HHFA","CURDEP","PC_HHFA","A","2000",51.2406,
"JPN","HHFA","CURDEP","PC_HHFA","A","2001",52.3499,
"JPN","HHFA","CURDEP","PC_HHFA","A","2002",52.27825,
"JPN","HHFA","CURDEP","PC_HHFA","A","2003",52.19802,
"JPN","HHFA","CURDEP","PC_HHFA","A","2004",51.40212,
"JPN","HHFA","CURDEP","PC_HHFA","A","2005",48.65808,
"JPN","HHFA","CURDEP","PC_HHFA","A","2006",48.14288,
"JPN","HHFA","CURDEP","PC_HHFA","A","2007",51.31002,
"JPN","HHFA","CURDEP","PC_HHFA","A","2008",53.76722,
"JPN","HHFA","CURDEP","PC_HHFA","A","2009",53.12888,
"JPN","HHFA","CURDEP","PC_HHFA","A","2010",53.45092,
"JPN","HHFA","CURDEP","PC_HHFA","A","2011",54.09437,
"JPN","HHFA","CURDEP","PC_HHFA","A","2012",53.03133,
"JPN","HHFA","CURDEP","PC_HHFA","A","2013",53.04829,
"JPN","HHFA","CURDEP","PC_HHFA","A","2014",51.9804,
"JPN","HHFA","CURDEP","PC_HHFA","A","2015",52.86325,
"JPN","HHFA","CURDEP","PC_HHFA","A","2016",53.07331,
"JPN","HHFA","CURDEP","PC_HHFA","A","2017",52.51824,
"JPN","HHFA","CURDEP","PC_HHFA","A","2018",53.5452,
"JPN","HHFA","CURDEP","PC_HHFA","A","2019",55.57982,
"JPN","HHFA","CURDEP","PC_HHFA","A","2020",54.49205,
"JPN","HHFA","CURDEP","PC_HHFA","A","2021",54.7549,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","1995",17.31537,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","1996",17.86978,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","1997",17.84753,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","1998",17.85709,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","1999",17.27049,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2000",17.47856,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2001",17.56459,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2002",17.52231,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2003",17.35286,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2004",17.44499,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2005",16.88706,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2006",16.92926,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2007",17.84478,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2008",18.06634,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2009",17.71759,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2010",17.64447,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2011",17.69518,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2012",17.47905,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2013",17.25375,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2014",16.81916,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2015",16.99943,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2016",16.90869,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2017",16.51386,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2018",16.81249,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2019",17.12488,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2020",16.09416,
"JPN","HHFA","LIFEINSRSV","PC_HHFA","A","2021",15.8841,
"JPN","HHFA","MFSH","PC_HHFA","A","1995",2.337269,
"JPN","HHFA","MFSH","PC_HHFA","A","1996",2.258999,
"JPN","HHFA","MFSH","PC_HHFA","A","1997",1.946293,
"JPN","HHFA","MFSH","PC_HHFA","A","1998",2.010473,
"JPN","HHFA","MFSH","PC_HHFA","A","1999",2.324171,
"JPN","HHFA","MFSH","PC_HHFA","A","2000",2.479655,
"JPN","HHFA","MFSH","PC_HHFA","A","2001",2.119102,
"JPN","HHFA","MFSH","PC_HHFA","A","2002",1.88621,
"JPN","HHFA","MFSH","PC_HHFA","A","2003",2.251966,
"JPN","HHFA","MFSH","PC_HHFA","A","2004",2.75675,
"JPN","HHFA","MFSH","PC_HHFA","A","2005",3.55204,
"JPN","HHFA","MFSH","PC_HHFA","A","2006",4.35751,
"JPN","HHFA","MFSH","PC_HHFA","A","2007",4.392961,
"JPN","HHFA","MFSH","PC_HHFA","A","2008",3.337931,
"JPN","HHFA","MFSH","PC_HHFA","A","2009",3.992071,
"JPN","HHFA","MFSH","PC_HHFA","A","2010",4.049713,
"JPN","HHFA","MFSH","PC_HHFA","A","2011",3.72723,
"JPN","HHFA","MFSH","PC_HHFA","A","2012",4.099185,
"JPN","HHFA","MFSH","PC_HHFA","A","2013",4.252233,
"JPN","HHFA","MFSH","PC_HHFA","A","2014",4.748619,
"JPN","HHFA","MFSH","PC_HHFA","A","2015",4.297726,
"JPN","HHFA","MFSH","PC_HHFA","A","2016",4.150704,
"JPN","HHFA","MFSH","PC_HHFA","A","2017",4.045671,
"JPN","HHFA","MFSH","PC_HHFA","A","2018",3.947329,
"JPN","HHFA","MFSH","PC_HHFA","A","2019",3.616057,
"JPN","HHFA","MFSH","PC_HHFA","A","2020",4.33863,
"JPN","HHFA","MFSH","PC_HHFA","A","2021",4.669128,
"JPN","HHFA","PENSIONF","PC_HHFA","A","1995",7.792492,
"JPN","HHFA","PENSIONF","PC_HHFA","A","1996",8.374252,
"JPN","HHFA","PENSIONF","PC_HHFA","A","1997",9.26554,
"JPN","HHFA","PENSIONF","PC_HHFA","A","1998",9.560636,
"JPN","HHFA","PENSIONF","PC_HHFA","A","1999",9.276384,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2000",10.86521,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2001",11.58985,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2002",12.85783,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2003",10.67925,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2004",9.983807,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2005",9.225554,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2006",8.997974,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2007",9.099282,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2008",9.288374,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2009",9.106794,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2010",8.893654,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2011",8.812867,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2012",8.747697,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2013",8.506988,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2014",8.803776,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2015",8.666854,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2016",8.152829,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2017",7.841078,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2018",7.882317,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2019",7.978868,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2020",7.719146,
"JPN","HHFA","PENSIONF","PC_HHFA","A","2021",7.518291,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","1995",6.404457,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","1996",5.979385,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","1997",5.389596,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","1998",4.488509,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","1999",4.010121,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2000",3.737221,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2001",3.317401,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2002",2.840337,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2003",2.677742,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2004",3.746336,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2005",3.756942,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2006",3.940887,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2007",4.262843,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2008",4.243547,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2009",4.045463,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2010",3.797105,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2011",3.567458,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2012",3.178629,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2013",2.94672,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2014",2.66693,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2015",2.511291,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2016",2.522521,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2017",2.398657,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2018",2.526416,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2019",2.492478,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2020",2.2199,
"JPN","HHFA","SECOTHSH","PC_HHFA","A","2021",2.12728,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","1995",10.32663,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","1996",8.096534,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","1997",6.889224,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","1998",7.084105,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","1999",9.498745,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2000",7.594701,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2001",6.335574,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2002",5.422147,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2003",8.247971,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2004",9.407365,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2005",12.9733,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2006",12.7109,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2007",8.070003,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2008",6.053432,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2009",7.022466,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2010",7.136526,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2011",7.170326,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2012",8.458341,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2013",9.217321,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2014",10.15598,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2015",9.868588,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2016",10.32698,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2017",12.02456,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2018",10.48041,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2019",8.348446,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2020",10.79082,
"JPN","HHFA","SHOTHEQTY","PC_HHFA","A","2021",10.612,
"KOR","HHFA","CURDEP","PC_HHFA","A","2008",48.91094,
"KOR","HHFA","CURDEP","PC_HHFA","A","2009",46.30059,
"KOR","HHFA","CURDEP","PC_HHFA","A","2010",45.60062,
"KOR","HHFA","CURDEP","PC_HHFA","A","2011",46.39052,
"KOR","HHFA","CURDEP","PC_HHFA","A","2012",44.48861,
"KOR","HHFA","CURDEP","PC_HHFA","A","2013",44.01691,
"KOR","HHFA","CURDEP","PC_HHFA","A","2014",43.2555,
"KOR","HHFA","CURDEP","PC_HHFA","A","2015",42.82269,
"KOR","HHFA","CURDEP","PC_HHFA","A","2016",43.69089,
"KOR","HHFA","CURDEP","PC_HHFA","A","2017",43.12138,
"KOR","HHFA","CURDEP","PC_HHFA","A","2018",44.30687,
"KOR","HHFA","CURDEP","PC_HHFA","A","2019",44.77997,
"KOR","HHFA","CURDEP","PC_HHFA","A","2020",43.38837,
"KOR","HHFA","CURDEP","PC_HHFA","A","2021",43.43889,
"KOR","HHFA","MFSH","PC_HHFA","A","2008",7.598165,
"KOR","HHFA","MFSH","PC_HHFA","A","2009",7.812979,
"KOR","HHFA","MFSH","PC_HHFA","A","2010",6.188847,
"KOR","HHFA","MFSH","PC_HHFA","A","2011",4.880414,
"KOR","HHFA","MFSH","PC_HHFA","A","2012",4.423558,
"KOR","HHFA","MFSH","PC_HHFA","A","2013",3.973024,
"KOR","HHFA","MFSH","PC_HHFA","A","2014",3.547619,
"KOR","HHFA","MFSH","PC_HHFA","A","2015",3.509595,
"KOR","HHFA","MFSH","PC_HHFA","A","2016",3.237175,
"KOR","HHFA","MFSH","PC_HHFA","A","2017",3.02122,
"KOR","HHFA","MFSH","PC_HHFA","A","2018",2.873927,
"KOR","HHFA","MFSH","PC_HHFA","A","2019",2.835986,
"KOR","HHFA","MFSH","PC_HHFA","A","2020",2.336167,
"KOR","HHFA","MFSH","PC_HHFA","A","2021",2.279162,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2008",3.824742,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2009",4.285423,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2010",4.606487,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2011",5.220211,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2012",5.649633,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2013",5.295269,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2014",5.680863,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2015",5.424675,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2016",4.876835,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2017",4.190799,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2018",4.133296,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2019",3.556871,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2020",3.243891,
"KOR","HHFA","SECOTHSH","PC_HHFA","A","2021",2.294226,
"KOR","HHFA","SHOTHEQTY","PC_HHFA","A","2008",14.27587,
"KOR","HHFA","SHOTHEQTY","PC_HHFA","A","2009",16.78065,
